Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Act 1 (H) Herald Item C - 1 Extra			-1	850	850	910	1024	0	Act 1 (H) Herald Item C	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 2 (H) Herald Item D - 1 Extra			-1	875	875	930	1024	0	Act 2 (H) Herald Item D	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 2 (H) Herald Item E - 1 Extra			-1	875	875	930	1024	0	Act 2 (H) Herald Item E	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 2 (H) Herald Item F - 1 Extra			-1	875	875	930	1024	0	Act 2 (H) Herald Item F	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 3 (H) Herald Item G - 1 Extra			-1	905	905	950	1024	0	Act 3 (H) Herald Item G	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 3 (H) Herald Item H - 1 Extra			-1	905	905	950	1024	0	Act 3 (H) Herald Item H	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 3 (H) Herald Item I - 1 Extra			-1	905	905	950	1024	0	Act 3 (H) Herald Item I	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 4 (H) Herald Item J - 1 Extra			-1	935	935	968	1024	0	Act 4 (H) Herald Item J	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 4 (H) Herald Item K - 1 Extra			-1	935	935	968	1024	0	Act 4 (H) Herald Item K	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 5 (H) Herald Item L - 1 Extra			-1	960	960	985	1024	0	Act 5 (H) Herald Item L	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 5 (H) Herald Item M - 1 Extra			-1	960	960	985	1024	0	Act 5 (H) Herald Item M	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 5 (H) Herald Item N - 1 Extra			-1	960	960	985	1024	0	Act 5 (H) Herald Item N	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 1 (H) Herald Item A - 2 Extra			-2	850	850	910	1024	0	Act 1 (H) Herald Item A	2																						(stat('heraldtier'.accr) >=4) 						0
Act 1 (H) Herald Item B - 2 Extra			-2	850	850	910	1024	0	Act 1 (H) Herald Item B	2																						(stat('heraldtier'.accr) >=4) 						0
Act 1 (H) Herald Item C - 2 Extra			-2	850	850	910	1024	0	Act 1 (H) Herald Item C	2																						(stat('heraldtier'.accr) >=4) 						0
Act 2 (H) Herald Item D - 2 Extra			-2	875	875	930	1024	0	Act 2 (H) Herald Item D	2																						(stat('heraldtier'.accr) >=4) 						0
Act 2 (H) Herald Item E - 2 Extra			-2	875	875	930	1024	0	Act 2 (H) Herald Item E	2																						(stat('heraldtier'.accr) >=4) 						0
Act 2 (H) Herald Item F - 2 Extra			-2	875	875	930	1024	0	Act 2 (H) Herald Item F	2																						(stat('heraldtier'.accr) >=4) 						0
Act 3 (H) Herald Item G - 2 Extra			-2	905	905	950	1024	0	Act 3 (H) Herald Item G	2																						(stat('heraldtier'.accr) >=4) 						0
Act 3 (H) Herald Item H - 2 Extra			-2	905	905	950	1024	0	Act 3 (H) Herald Item H	2																						(stat('heraldtier'.accr) >=4) 						0
Act 3 (H) Herald Item I - 2 Extra			-2	905	905	950	1024	0	Act 3 (H) Herald Item I	2																						(stat('heraldtier'.accr) >=4) 						0
Act 4 (H) Herald Item J - 2 Extra			-2	935	935	968	1024	0	Act 4 (H) Herald Item J	2																						(stat('heraldtier'.accr) >=4) 						0
Act 4 (H) Herald Item K - 2 Extra			-2	935	935	968	1024	0	Act 4 (H) Herald Item K	2																						(stat('heraldtier'.accr) >=4) 						0
Act 5 (H) Herald Item L - 2 Extra			-2	960	960	985	1024	0	Act 5 (H) Herald Item L	2																						(stat('heraldtier'.accr) >=4) 						0
Act 5 (H) Herald Item M - 2 Extra			-2	960	960	985	1024	0	Act 5 (H) Herald Item M	2																						(stat('heraldtier'.accr) >=4) 						0
Act 5 (H) Herald Item N - 2 Extra			-2	960	960	985	1024	0	Act 5 (H) Herald Item N	2																						(stat('heraldtier'.accr) >=4) 						0
Act 1 (H) Herald A	41	67	-7	989	983	1024	1024	0	Act 1 (H) Herald Item A	2	Sunder Charms	1	Act 1 (H) Herald Item A - 1 Extra	1	Act 1 (H) Herald Item A - 2 Extra	1	Act 3 Terrorize Act Consumable Desecrated 	1	Act 1 (H) Cpot A	2																		0
Act 1 (H) Herald B	41	68	-7	989	983	1024	1024	0	Act 1 (H) Herald Item B	2	Sunder Charms	1	Act 1 (H) Herald Item B - 1 Extra	1	Act 1 (H) Herald Item B - 2 Extra	1	Act 3 Terrorize Act Consumable Desecrated 	1	Act 1 (H) Cpot B	2																		0
Act 1 (H) Herald C	41	69	-7	989	983	1024	1024	0	Act 1 (H) Herald Item C	2	Sunder Charms	1	Act 1 (H) Herald Item C - 1 Extra	1	Act 1 (H) Herald Item C - 2 Extra	1	Act 3 Terrorize Act Consumable Desecrated 	1	Act 1 (H) Cpot C	2																		0
Act 2 (H) Herald A	41	70	-7	989	983	1024	1024	0	Act 2 (H) Herald Item D	2	Sunder Charms	1	Act 2 (H) Herald Item D - 1 Extra	1	Act 2 (H) Herald Item D - 2 Extra	1	Act 4 Terrorize Act Consumable Desecrated 	1	Act 2 (H) Cpot A	2																		0
Act 2 (H) Herald B	41	71	-7	989	983	1024	1024	0	Act 2 (H) Herald Item E	2	Sunder Charms	1	Act 2 (H) Herald Item E - 1 Extra	1	Act 2 (H) Herald Item E - 2 Extra	1	Act 4 Terrorize Act Consumable Desecrated 	1	Act 2 (H) Cpot B	2																		0
Act 2 (H) Herald C	41	72	-7	989	983	1024	1024	0	Act 2 (H) Herald Item F	2	Sunder Charms	1	Act 2 (H) Herald Item F - 1 Extra	1	Act 2 (H) Herald Item F - 2 Extra	1	Act 4 Terrorize Act Consumable Desecrated 	1	Act 2 (H) Cpot C	2																		0
Act 3 (H) Herald A	41	73	-7	989	983	1024	1024	0	Act 3 (H) Herald Item G	2	Sunder Charms	1	Act 3 (H) Herald Item G - 1 Extra	1	Act 3 (H) Herald Item G - 2 Extra	1	Act 5 Terrorize Act Consumable Desecrated 	1	Act 3 (H) Cpot A	2																		0
Act 3 (H) Herald B	41	75	-7	989	983	1024	1024	0	Act 3 (H) Herald Item H	2	Sunder Charms	1	Act 3 (H) Herald Item H - 1 Extra	1	Act 3 (H) Herald Item H - 2 Extra	1	Act 5 Terrorize Act Consumable Desecrated 	1	Act 3 (H) Cpot B	2																		0
Act 3 (H) Herald C	41	78	-7	989	983	1024	1024	0	Act 3 (H) Herald Item I	2	Sunder Charms	1	Act 3 (H) Herald Item I - 1 Extra	1	Act 3 (H) Herald Item I - 2 Extra	1	Act 5 Terrorize Act Consumable Desecrated 	1	Act 3 (H) Cpot C	2																		0
Act 4 (H) Herald A	41	81	-7	989	983	1024	1024	0	Act 4 (H) Herald Item J	2	Sunder Charms	1	Act 4 (H) Herald Item J - 1 Extra	1	Act 4 (H) Herald Item J - 2 Extra	1	Act 2 Terrorize Act Consumable Desecrated 	1	Act 4 (H) Cpot A	2																		0
Act 4 (H) Herald B	41	84	-7	989	983	1024	1024	0	Act 4 (H) Herald Item K	2	Sunder Charms	1	Act 4 (H) Herald Item K - 1 Extra	1	Act 4 (H) Herald Item K - 2 Extra	1	Act 2 Terrorize Act Consumable Desecrated 	1	Act 4 (H) Cpot B	2																		0
Act 4 (H) Herald C	41	87	-7	989	983	1024	1024	0	Act 4 (H) Herald Item K	2	Sunder Charms	1	Act 4 (H) Herald Item K - 1 Extra	1	Act 4 (H) Herald Item K - 2 Extra	1	Act 2 Terrorize Act Consumable Desecrated 	1	Act 4 (H) Cpot B	2																		0
Act 5 (H) Herald A	41	90	-7	989	983	1024	1024	0	Act 5 (H) Herald Item L	2	Sunder Charms	1	Act 5 (H) Herald Item L - 1 Extra	1	Act 5 (H) Herald Item L - 2 Extra	1	Act 1 Terrorize Act Consumable Desecrated 	1	Act 5 (H) Cpot A	2																		0
Act 5 (H) Herald B	41	93	-7	989	983	1024	1024	0	Act 5 (H) Herald Item M	2	Sunder Charms	1	Act 5 (H) Herald Item M - 1 Extra	1	Act 5 (H) Herald Item M - 2 Extra	1	Act 1 Terrorize Act Consumable Desecrated 	1	Act 5 (H) Cpot B	2																		0
Act 5 (H) Herald C	41	96	-7	989	983	1024	1024	0	Act 5 (H) Herald Item N	2	Sunder Charms	1	Act 5 (H) Herald Item N - 1 Extra	1	Act 5 (H) Herald Item N - 2 Extra	1	Act 1 Terrorize Act Consumable Desecrated 	1	Act 5 (H) Cpot C	2																		0
